d(1, 1) = 1.41421
d(13675, 13675) = 19339.4
d(13676, 13676) = 19340.8
d(13677, 13677) = 19342.2
d(13678, 13678) = 19343.6
d(13679, 13679) = 19345
d(13680, 13680) = 19346.4
d(13681, 13681) = 19347.9
d(13682, 13682) = 19349.3
d(13683, 13683) = 19350.7
d(13684, 13684) = 19352.1
d(13685, 13685) = 19353.5
d(13686, 13686) = 19354.9
d(13687, 13687) = 19356.3
d(13688, 13688) = 19357.8
d(13689, 13689) = 19359.2
d(13690, 13690) = 19360.6
d(13691, 13691) = 19362
d(13692, 13692) = 19363.4
d(13693, 13693) = 19364.8
d(13694, 13694) = 19366.2
d(13695, 13695) = 19367.7
d(13696, 13696) = 19369.1
d(13697, 13697) = 19370.5
d(13698, 13698) = 19371.9
d(13699, 13699) = 19373.3
d(13700, 13700) = 19374.7
d(13701, 13701) = 19376.1
d(13702, 13702) = 19377.6
d(13703, 13703) = 19379
d(13704, 13704) = 19380.4
d(13705, 13705) = 19381.8
d(13706, 13706) = 19383.2
d(13707, 13707) = 19384.6
d(13708, 13708) = 19386
d(13709, 13709) = 19387.5
d(13710, 13710) = 19388.9
d(13711, 13711) = 19390.3
d(13712, 13712) = 19391.7
d(13713, 13713) = 19393.1
d(13714, 13714) = 19394.5
d(13715, 13715) = 19395.9
d(13716, 13716) = 19397.4
d(13717, 13717) = 19398.8
d(13718, 13718) = 19400.2
d(13719, 13719) = 19401.6
d(13720, 13720) = 19403
d(13721, 13721) = 19404.4
d(13722, 13722) = 19405.8
d(13723, 13723) = 19407.3
d(13724, 13724) = 19408.7
d(13725, 13725) = 19410.1
d(13726, 13726) = 19411.5
d(13727, 13727) = 19412.9
d(13728, 13728) = 19414.3
d(13729, 13729) = 19415.7
d(13730, 13730) = 19417.2
d(13731, 13731) = 19418.6
d(13732, 13732) = 19420
d(13733, 13733) = 19421.4
d(13734, 13734) = 19422.8
d(13735, 13735) = 19424.2
d(13736, 13736) = 19425.6
d(13737, 13737) = 19427.1
d(13738, 13738) = 19428.5
d(13739, 13739) = 19429.9
d(13740, 13740) = 19431.3
d(13741, 13741) = 19432.7
d(13742, 13742) = 19434.1
d(13743, 13743) = 19435.5
d(13744, 13744) = 19437
d(13745, 13745) = 19438.4
d(13746, 13746) = 19439.8
d(13747, 13747) = 19441.2
d(13748, 13748) = 19442.6
d(13749, 13749) = 19444
d(13750, 13750) = 19445.4
d(13751, 13751) = 19446.9
d(13752, 13752) = 19448.3
d(13753, 13753) = 19449.7
d(13754, 13754) = 19451.1
d(13755, 13755) = 19452.5
d(13756, 13756) = 19453.9
d(13757, 13757) = 19455.3
d(13758, 13758) = 19456.8
d(13759, 13759) = 19458.2
d(13760, 13760) = 19459.6
d(13761, 13761) = 19461
d(13762, 13762) = 19462.4
d(13763, 13763) = 19463.8
d(13764, 13764) = 19465.2
d(13765, 13765) = 19466.6
d(13766, 13766) = 19468.1
d(13767, 13767) = 19469.5
d(13768, 13768) = 19470.9
d(13769, 13769) = 19472.3
d(13770, 13770) = 19473.7
d(13771, 13771) = 19475.1
d(13772, 13772) = 19476.5
d(13773, 13773) = 19478
d(13774, 13774) = 19479.4
d(13775, 13775) = 19480.8
d(13776, 13776) = 19482.2
d(13777, 13777) = 19483.6
d(13778, 13778) = 19485
d(13779, 13779) = 19486.4
d(13780, 13780) = 19487.9
d(13781, 13781) = 19489.3
d(13782, 13782) = 19490.7
d(13783, 13783) = 19492.1
d(13784, 13784) = 19493.5
d(13785, 13785) = 19494.9
d(13786, 13786) = 19496.3
d(13787, 13787) = 19497.8
d(13788, 13788) = 19499.2
d(13789, 13789) = 19500.6
d(13790, 13790) = 19502
d(13791, 13791) = 19503.4
d(13792, 13792) = 19504.8
d(13793, 13793) = 19506.2
d(13794, 13794) = 19507.7
d(13795, 13795) = 19509.1
d(13796, 13796) = 19510.5
d(13797, 13797) = 19511.9
d(13798, 13798) = 19513.3
d(13799, 13799) = 19514.7
d(13800, 13800) = 19516.1
d(13801, 13801) = 19517.6
d(13802, 13802) = 19519
d(13803, 13803) = 19520.4
d(13804, 13804) = 19521.8
d(13805, 13805) = 19523.2
d(13806, 13806) = 19524.6
d(13807, 13807) = 19526
d(13808, 13808) = 19527.5
d(13809, 13809) = 19528.9
d(13810, 13810) = 19530.3
d(13811, 13811) = 19531.7
d(13812, 13812) = 19533.1
d(13813, 13813) = 19534.5
d(13814, 13814) = 19535.9
d(13815, 13815) = 19537.4
d(13816, 13816) = 19538.8
d(13817, 13817) = 19540.2
d(13818, 13818) = 19541.6
d(13819, 13819) = 19543
d(13820, 13820) = 19544.4
d(13821, 13821) = 19545.8
d(13822, 13822) = 19547.3
d(13823, 13823) = 19548.7
d(13824, 13824) = 19550.1
d(13825, 13825) = 19551.5
d(13826, 13826) = 19552.9
d(13827, 13827) = 19554.3
d(13828, 13828) = 19555.7
d(13829, 13829) = 19557.2
d(13830, 13830) = 19558.6
d(13831, 13831) = 19560
d(13832, 13832) = 19561.4
d(13833, 13833) = 19562.8
d(13834, 13834) = 19564.2
d(13835, 13835) = 19565.6
d(13836, 13836) = 19567.1
d(13837, 13837) = 19568.5
d(13838, 13838) = 19569.9
d(13839, 13839) = 19571.3
d(13840, 13840) = 19572.7
d(13841, 13841) = 19574.1
d(13842, 13842) = 19575.5
d(13843, 13843) = 19577
d(13844, 13844) = 19578.4
d(13845, 13845) = 19579.8
d(13846, 13846) = 19581.2
d(13847, 13847) = 19582.6
d(13848, 13848) = 19584
d(13849, 13849) = 19585.4
d(13850, 13850) = 19586.9
d(13851, 13851) = 19588.3
d(13852, 13852) = 19589.7
d(13853, 13853) = 19591.1
d(13854, 13854) = 19592.5
d(13855, 13855) = 19593.9
d(13856, 13856) = 19595.3
d(13857, 13857) = 19596.8
d(13858, 13858) = 19598.2
d(13859, 13859) = 19599.6
d(13860, 13860) = 19601
d(13861, 13861) = 19602.4
d(13862, 13862) = 19603.8
d(13863, 13863) = 19605.2
d(13864, 13864) = 19606.7
d(13865, 13865) = 19608.1
d(13866, 13866) = 19609.5
d(13867, 13867) = 19610.9
d(13868, 13868) = 19612.3
d(13869, 13869) = 19613.7
d(13870, 13870) = 19615.1
d(13871, 13871) = 19616.6
d(13872, 13872) = 19618
d(13873, 13873) = 19619.4
d(13874, 13874) = 19620.8
d(13875, 13875) = 19622.2
d(13876, 13876) = 19623.6
d(13877, 13877) = 19625
d(13878, 13878) = 19626.5
d(13879, 13879) = 19627.9
d(13880, 13880) = 19629.3
d(13881, 13881) = 19630.7
d(13882, 13882) = 19632.1
d(13883, 13883) = 19633.5
d(13884, 13884) = 19634.9
d(13885, 13885) = 19636.4
d(13886, 13886) = 19637.8
d(13887, 13887) = 19639.2
d(13888, 13888) = 19640.6
d(13889, 13889) = 19642
d(13890, 13890) = 19643.4
d(13891, 13891) = 19644.8
d(13892, 13892) = 19646.3
d(13893, 13893) = 19647.7
d(13894, 13894) = 19649.1
d(13895, 13895) = 19650.5
d(13896, 13896) = 19651.9
d(13897, 13897) = 19653.3
d(13898, 13898) = 19654.7
d(13899, 13899) = 19656.2
d(13900, 13900) = 19657.6
d(13901, 13901) = 19659
d(13902, 13902) = 19660.4
d(13903, 13903) = 19661.8
d(13904, 13904) = 19663.2
d(13905, 13905) = 19664.6
d(13906, 13906) = 19666.1
d(13907, 13907) = 19667.5
d(13908, 13908) = 19668.9
d(13909, 13909) = 19670.3
d(13910, 13910) = 19671.7
d(13911, 13911) = 19673.1
d(13912, 13912) = 19674.5
d(13913, 13913) = 19676
d(13914, 13914) = 19677.4
d(13915, 13915) = 19678.8
d(13916, 13916) = 19680.2
d(13917, 13917) = 19681.6
d(13918, 13918) = 19683
d(13919, 13919) = 19684.4
d(13920, 13920) = 19685.9
d(13921, 13921) = 19687.3
d(13922, 13922) = 19688.7
d(13923, 13923) = 19690.1
d(13924, 13924) = 19691.5
d(13925, 13925) = 19692.9
d(13926, 13926) = 19694.3
d(13927, 13927) = 19695.8
d(13928, 13928) = 19697.2
d(13929, 13929) = 19698.6
d(13930, 13930) = 19700
d(13931, 13931) = 19701.4
d(13932, 13932) = 19702.8
d(13933, 13933) = 19704.2
d(13934, 13934) = 19705.7
d(13935, 13935) = 19707.1
d(13936, 13936) = 19708.5
d(13937, 13937) = 19709.9
d(13938, 13938) = 19711.3
d(13939, 13939) = 19712.7
d(13940, 13940) = 19714.1
d(13941, 13941) = 19715.6
d(13942, 13942) = 19717
d(13943, 13943) = 19718.4
d(13944, 13944) = 19719.8
d(13945, 13945) = 19721.2
d(13946, 13946) = 19722.6
d(13947, 13947) = 19724
d(13948, 13948) = 19725.5
d(13949, 13949) = 19726.9
d(13950, 13950) = 19728.3
d(13951, 13951) = 19729.7
d(13952, 13952) = 19731.1
d(13953, 13953) = 19732.5
d(13954, 13954) = 19733.9
d(13955, 13955) = 19735.4
d(13956, 13956) = 19736.8
d(13957, 13957) = 19738.2
d(13958, 13958) = 19739.6
d(13959, 13959) = 19741
d(13960, 13960) = 19742.4
d(13961, 13961) = 19743.8
d(13962, 13962) = 19745.2
d(13963, 13963) = 19746.7
d(13964, 13964) = 19748.1
d(13965, 13965) = 19749.5
d(13966, 13966) = 19750.9
d(13967, 13967) = 19752.3
d(13968, 13968) = 19753.7
d(13969, 13969) = 19755.1
d(13970, 13970) = 19756.6
d(13971, 13971) = 19758
d(13972, 13972) = 19759.4
d(13973, 13973) = 19760.8
d(13974, 13974) = 19762.2
d(13975, 13975) = 19763.6
d(13976, 13976) = 19765
d(13977, 13977) = 19766.5
d(13978, 13978) = 19767.9
d(13979, 13979) = 19769.3
d(13980, 13980) = 19770.7
d(13981, 13981) = 19772.1
d(13982, 13982) = 19773.5
d(13983, 13983) = 19774.9
d(13984, 13984) = 19776.4
d(13985, 13985) = 19777.8
d(13986, 13986) = 19779.2
d(13987, 13987) = 19780.6
d(13988, 13988) = 19782
d(13989, 13989) = 19783.4
d(13990, 13990) = 19784.8
d(13991, 13991) = 19786.3
d(13992, 13992) = 19787.7
d(13993, 13993) = 19789.1
d(13994, 13994) = 19790.5
d(13995, 13995) = 19791.9
d(13996, 13996) = 19793.3
d(13997, 13997) = 19794.7
d(13998, 13998) = 19796.2
d(13999, 13999) = 19797.6
d(14000, 14000) = 19799
d(14001, 14001) = 19800.4
d(14002, 14002) = 19801.8
d(14003, 14003) = 19803.2
d(14004, 14004) = 19804.6
d(14005, 14005) = 19806.1
d(14006, 14006) = 19807.5
d(14007, 14007) = 19808.9
d(14008, 14008) = 19810.3
d(14009, 14009) = 19811.7
d(14010, 14010) = 19813.1
d(14011, 14011) = 19814.5
d(14012, 14012) = 19816
d(14013, 14013) = 19817.4
d(14014, 14014) = 19818.8
d(14015, 14015) = 19820.2
d(14016, 14016) = 19821.6
d(14017, 14017) = 19823
d(14018, 14018) = 19824.4
d(14019, 14019) = 19825.9
d(14020, 14020) = 19827.3
d(14021, 14021) = 19828.7
d(14022, 14022) = 19830.1
d(14023, 14023) = 19831.5
d(14024, 14024) = 19832.9
d(14025, 14025) = 19834.3
d(14026, 14026) = 19835.8
d(14027, 14027) = 19837.2
d(14028, 14028) = 19838.6
d(14029, 14029) = 19840
d(14030, 14030) = 19841.4
d(14031, 14031) = 19842.8
d(14032, 14032) = 19844.2
d(14033, 14033) = 19845.7
d(14034, 14034) = 19847.1
d(14035, 14035) = 19848.5
d(14036, 14036) = 19849.9
d(14037, 14037) = 19851.3
d(14038, 14038) = 19852.7
d(14039, 14039) = 19854.1
d(14040, 14040) = 19855.6
d(14041, 14041) = 19857
d(14042, 14042) = 19858.4
d(14043, 14043) = 19859.8
d(14044, 14044) = 19861.2
d(14045, 14045) = 19862.6
d(14046, 14046) = 19864
d(14047, 14047) = 19865.5
d(14048, 14048) = 19866.9
d(14049, 14049) = 19868.3
d(14050, 14050) = 19869.7
d(14051, 14051) = 19871.1
d(14052, 14052) = 19872.5
d(14053, 14053) = 19873.9
d(14054, 14054) = 19875.4
d(14055, 14055) = 19876.8
d(14056, 14056) = 19878.2
d(14057, 14057) = 19879.6
d(14058, 14058) = 19881
d(14059, 14059) = 19882.4
d(14060, 14060) = 19883.8
d(14061, 14061) = 19885.3
d(14062, 14062) = 19886.7
d(14063, 14063) = 19888.1
d(14064, 14064) = 19889.5
d(14065, 14065) = 19890.9
d(14066, 14066) = 19892.3
d(14067, 14067) = 19893.7
d(14068, 14068) = 19895.2
d(14069, 14069) = 19896.6
d(14070, 14070) = 19898
d(14071, 14071) = 19899.4
d(14072, 14072) = 19900.8
d(14073, 14073) = 19902.2
d(14074, 14074) = 19903.6
d(14075, 14075) = 19905.1
d(14076, 14076) = 19906.5
d(14077, 14077) = 19907.9
d(14078, 14078) = 19909.3
d(14079, 14079) = 19910.7
d(14080, 14080) = 19912.1
d(14081, 14081) = 19913.5
d(14082, 14082) = 19915
d(14083, 14083) = 19916.4
d(14084, 14084) = 19917.8
d(14085, 14085) = 19919.2
d(14086, 14086) = 19920.6
d(14087, 14087) = 19922
d(14088, 14088) = 19923.4
d(14089, 14089) = 19924.9
d(14090, 14090) = 19926.3
d(14091, 14091) = 19927.7
d(14092, 14092) = 19929.1
d(14093, 14093) = 19930.5
d(14094, 14094) = 19931.9
d(14095, 14095) = 19933.3
d(14096, 14096) = 19934.8
d(14097, 14097) = 19936.2
d(14098, 14098) = 19937.6
d(14099, 14099) = 19939
d(14100, 14100) = 19940.4
d(14101, 14101) = 19941.8
d(14102, 14102) = 19943.2
d(14103, 14103) = 19944.7
d(14104, 14104) = 19946.1
d(14105, 14105) = 19947.5
d(14106, 14106) = 19948.9
d(14107, 14107) = 19950.3
d(14108, 14108) = 19951.7
d(14109, 14109) = 19953.1
d(14110, 14110) = 19954.6
d(14111, 14111) = 19956
d(14112, 14112) = 19957.4
d(14113, 14113) = 19958.8
d(14114, 14114) = 19960.2
d(14115, 14115) = 19961.6
d(14116, 14116) = 19963
d(14117, 14117) = 19964.5
d(14118, 14118) = 19965.9
d(14119, 14119) = 19967.3
d(14120, 14120) = 19968.7
d(14121, 14121) = 19970.1
d(14122, 14122) = 19971.5
d(14123, 14123) = 19972.9
d(14124, 14124) = 19974.4
d(14125, 14125) = 19975.8
d(14126, 14126) = 19977.2
d(14127, 14127) = 19978.6
d(14128, 14128) = 19980
d(14129, 14129) = 19981.4
d(14130, 14130) = 19982.8
d(14131, 14131) = 19984.3
d(14132, 14132) = 19985.7
d(14133, 14133) = 19987.1
d(14134, 14134) = 19988.5
d(14135, 14135) = 19989.9
d(14136, 14136) = 19991.3
d(14137, 14137) = 19992.7
d(14138, 14138) = 19994.2
d(14139, 14139) = 19995.6
d(14140, 14140) = 19997
d(14141, 14141) = 19998.4
d(14142, 14142) = 19999.8
d(14143, 14143) = 20001.2
d(14144, 14144) = 20002.6
d(14145, 14145) = 20004.1
d(14146, 14146) = 20005.5
d(14147, 14147) = 20006.9
d(14148, 14148) = 20008.3
d(14149, 14149) = 20009.7
d(14150, 14150) = 20011.1
d(14151, 14151) = 20012.5
d(14152, 14152) = 20014
d(14153, 14153) = 20015.4
d(14154, 14154) = 20016.8
d(14155, 14155) = 20018.2
d(14156, 14156) = 20019.6
d(14157, 14157) = 20021
d(14158, 14158) = 20022.4
d(14159, 14159) = 20023.8
d(14160, 14160) = 20025.3
d(14161, 14161) = 20026.7
d(14162, 14162) = 20028.1
d(14163, 14163) = 20029.5
d(14164, 14164) = 20030.9
d(14165, 14165) = 20032.3
d(14166, 14166) = 20033.7
d(14167, 14167) = 20035.2
d(14168, 14168) = 20036.6
d(14169, 14169) = 20038
d(14170, 14170) = 20039.4
d(14171, 14171) = 20040.8
d(14172, 14172) = 20042.2
d(14173, 14173) = 20043.6
d(14174, 14174) = 20045.1
d(14175, 14175) = 20046.5
d(14176, 14176) = 20047.9
d(14177, 14177) = 20049.3
d(14178, 14178) = 20050.7
d(14179, 14179) = 20052.1
d(14180, 14180) = 20053.5
d(14181, 14181) = 20055
d(14182, 14182) = 20056.4
d(14183, 14183) = 20057.8
d(14184, 14184) = 20059.2
d(14185, 14185) = 20060.6
d(14186, 14186) = 20062
d(14187, 14187) = 20063.4
d(14188, 14188) = 20064.9
d(14189, 14189) = 20066.3
d(14190, 14190) = 20067.7
d(14191, 14191) = 20069.1
d(14192, 14192) = 20070.5
d(14193, 14193) = 20071.9
d(14194, 14194) = 20073.3
d(14195, 14195) = 20074.8
d(14196, 14196) = 20076.2
d(14197, 14197) = 20077.6
d(14198, 14198) = 20079
d(14199, 14199) = 20080.4
d(14200, 14200) = 20081.8
d(14201, 14201) = 20083.2
d(14202, 14202) = 20084.7
d(14203, 14203) = 20086.1
d(14204, 14204) = 20087.5
d(14205, 14205) = 20088.9
d(14206, 14206) = 20090.3
d(14207, 14207) = 20091.7
d(14208, 14208) = 20093.1
d(14209, 14209) = 20094.6
d(14210, 14210) = 20096
d(14211, 14211) = 20097.4
d(14212, 14212) = 20098.8
d(14213, 14213) = 20100.2
d(14214, 14214) = 20101.6
d(14215, 14215) = 20103
d(14216, 14216) = 20104.5
d(14217, 14217) = 20105.9
d(14218, 14218) = 20107.3
d(14219, 14219) = 20108.7
d(14220, 14220) = 20110.1
d(14221, 14221) = 20111.5
d(14222, 14222) = 20112.9
d(14223, 14223) = 20114.4
d(14224, 14224) = 20115.8
d(14225, 14225) = 20117.2
d(14226, 14226) = 20118.6
d(14227, 14227) = 20120
d(14228, 14228) = 20121.4
d(14229, 14229) = 20122.8
d(14230, 14230) = 20124.3
d(14231, 14231) = 20125.7
d(14232, 14232) = 20127.1
d(14233, 14233) = 20128.5
d(14234, 14234) = 20129.9
d(14235, 14235) = 20131.3
d(14236, 14236) = 20132.7
d(14237, 14237) = 20134.2
d(14238, 14238) = 20135.6
d(14239, 14239) = 20137
d(14240, 14240) = 20138.4
d(14241, 14241) = 20139.8
d(14242, 14242) = 20141.2
d(14243, 14243) = 20142.6
d(14244, 14244) = 20144.1
d(14245, 14245) = 20145.5
d(14246, 14246) = 20146.9
d(14247, 14247) = 20148.3
d(14248, 14248) = 20149.7
d(14249, 14249) = 20151.1
d(14250, 14250) = 20152.5
d(14251, 14251) = 20154
d(14252, 14252) = 20155.4
d(14253, 14253) = 20156.8
d(14254, 14254) = 20158.2
d(14255, 14255) = 20159.6
d(14256, 14256) = 20161
d(14257, 14257) = 20162.4
d(14258, 14258) = 20163.9
d(14259, 14259) = 20165.3
d(14260, 14260) = 20166.7
d(14261, 14261) = 20168.1
d(14262, 14262) = 20169.5
d(14263, 14263) = 20170.9
d(14264, 14264) = 20172.3
d(14265, 14265) = 20173.8
d(14266, 14266) = 20175.2
d(14267, 14267) = 20176.6
d(14268, 14268) = 20178
d(14269, 14269) = 20179.4
d(14270, 14270) = 20180.8
d(14271, 14271) = 20182.2
d(14272, 14272) = 20183.7
d(14273, 14273) = 20185.1
d(14274, 14274) = 20186.5
d(14275, 14275) = 20187.9
d(14276, 14276) = 20189.3
d(14277, 14277) = 20190.7
d(14278, 14278) = 20192.1
d(14279, 14279) = 20193.6
d(14280, 14280) = 20195
d(14281, 14281) = 20196.4
d(14282, 14282) = 20197.8
d(14283, 14283) = 20199.2
d(14284, 14284) = 20200.6
d(14285, 14285) = 20202
d(14286, 14286) = 20203.5
d(14287, 14287) = 20204.9
d(14288, 14288) = 20206.3
d(14289, 14289) = 20207.7
d(14290, 14290) = 20209.1
d(14291, 14291) = 20210.5
d(14292, 14292) = 20211.9
d(14293, 14293) = 20213.4
d(14294, 14294) = 20214.8
d(14295, 14295) = 20216.2
d(14296, 14296) = 20217.6
d(14297, 14297) = 20219
d(14298, 14298) = 20220.4
d(14299, 14299) = 20221.8
d(14300, 14300) = 20223.3
d(14301, 14301) = 20224.7
d(14302, 14302) = 20226.1
d(14303, 14303) = 20227.5
d(14304, 14304) = 20228.9
d(14305, 14305) = 20230.3
d(14306, 14306) = 20231.7
d(14307, 14307) = 20233.2
d(14308, 14308) = 20234.6
d(14309, 14309) = 20236
d(14310, 14310) = 20237.4
d(14311, 14311) = 20238.8
d(14312, 14312) = 20240.2
d(14313, 14313) = 20241.6
d(14314, 14314) = 20243.1
d(14315, 14315) = 20244.5
d(14316, 14316) = 20245.9
d(14317, 14317) = 20247.3
d(14318, 14318) = 20248.7
d(14319, 14319) = 20250.1
d(14320, 14320) = 20251.5
d(14321, 14321) = 20253
d(14322, 14322) = 20254.4
d(14323, 14323) = 20255.8
d(14324, 14324) = 20257.2
d(14325, 14325) = 20258.6
d(14326, 14326) = 20260
d(14327, 14327) = 20261.4
d(14328, 14328) = 20262.9
d(14329, 14329) = 20264.3
d(14330, 14330) = 20265.7
d(14331, 14331) = 20267.1
d(14332, 14332) = 20268.5
d(14333, 14333) = 20269.9
d(14334, 14334) = 20271.3
d(14335, 14335) = 20272.8
d(14336, 14336) = 20274.2
d(14337, 14337) = 20275.6
d(14338, 14338) = 20277
d(14339, 14339) = 20278.4
d(14340, 14340) = 20279.8
d(14341, 14341) = 20281.2
d(14342, 14342) = 20282.7
d(14343, 14343) = 20284.1
d(14344, 14344) = 20285.5
d(14345, 14345) = 20286.9
d(14346, 14346) = 20288.3
d(14347, 14347) = 20289.7
d(14348, 14348) = 20291.1
d(14349, 14349) = 20292.6
d(14350, 14350) = 20294
d(14351, 14351) = 20295.4
d(14352, 14352) = 20296.8
d(14353, 14353) = 20298.2
d(14354, 14354) = 20299.6
d(14355, 14355) = 20301
d(14356, 14356) = 20302.4
d(14357, 14357) = 20303.9
d(14358, 14358) = 20305.3
d(14359, 14359) = 20306.7
d(14360, 14360) = 20308.1
d(14361, 14361) = 20309.5
d(14362, 14362) = 20310.9
d(14363, 14363) = 20312.3
d(14364, 14364) = 20313.8
d(14365, 14365) = 20315.2
d(14366, 14366) = 20316.6
d(14367, 14367) = 20318
d(14368, 14368) = 20319.4
d(14369, 14369) = 20320.8
d(14370, 14370) = 20322.2
d(14371, 14371) = 20323.7
d(14372, 14372) = 20325.1
d(14373, 14373) = 20326.5
d(14374, 14374) = 20327.9
d(14375, 14375) = 20329.3
d(14376, 14376) = 20330.7
d(14377, 14377) = 20332.1
d(14378, 14378) = 20333.6
d(14379, 14379) = 20335
d(14380, 14380) = 20336.4
d(14381, 14381) = 20337.8
d(14382, 14382) = 20339.2
d(14383, 14383) = 20340.6
d(14384, 14384) = 20342
d(14385, 14385) = 20343.5
d(14386, 14386) = 20344.9
d(14387, 14387) = 20346.3
d(14388, 14388) = 20347.7
d(14389, 14389) = 20349.1
d(14390, 14390) = 20350.5
d(14391, 14391) = 20351.9
d(14392, 14392) = 20353.4
d(14393, 14393) = 20354.8
d(14394, 14394) = 20356.2
d(14395, 14395) = 20357.6
d(14396, 14396) = 20359
d(14397, 14397) = 20360.4
d(14398, 14398) = 20361.8
d(14399, 14399) = 20363.3
d(14400, 14400) = 20364.7
d(14401, 14401) = 20366.1
d(14402, 14402) = 20367.5
d(14403, 14403) = 20368.9
d(14404, 14404) = 20370.3
d(14405, 14405) = 20371.7
d(14406, 14406) = 20373.2
d(14407, 14407) = 20374.6
d(14408, 14408) = 20376
d(14409, 14409) = 20377.4
d(14410, 14410) = 20378.8
d(14411, 14411) = 20380.2
d(14412, 14412) = 20381.6
d(14413, 14413) = 20383.1
d(14414, 14414) = 20384.5
d(14415, 14415) = 20385.9
d(14416, 14416) = 20387.3
d(14417, 14417) = 20388.7
d(14418, 14418) = 20390.1
d(14419, 14419) = 20391.5
d(14420, 14420) = 20393
d(14421, 14421) = 20394.4
d(14422, 14422) = 20395.8
d(14423, 14423) = 20397.2
d(14424, 14424) = 20398.6
d(14425, 14425) = 20400
d(14426, 14426) = 20401.4
d(14427, 14427) = 20402.9
d(14428, 14428) = 20404.3
d(14429, 14429) = 20405.7
d(14430, 14430) = 20407.1
d(14431, 14431) = 20408.5
d(14432, 14432) = 20409.9
d(14433, 14433) = 20411.3
d(14434, 14434) = 20412.8
d(14435, 14435) = 20414.2
d(14436, 14436) = 20415.6
d(14437, 14437) = 20417
d(14438, 14438) = 20418.4
d(14439, 14439) = 20419.8
d(14440, 14440) = 20421.2
d(14441, 14441) = 20422.7
d(14442, 14442) = 20424.1
d(14443, 14443) = 20425.5
d(14444, 14444) = 20426.9
d(14445, 14445) = 20428.3
d(14446, 14446) = 20429.7
d(14447, 14447) = 20431.1
d(14448, 14448) = 20432.6
d(14449, 14449) = 20434
d(14450, 14450) = 20435.4
d(14451, 14451) = 20436.8
d(14452, 14452) = 20438.2
d(14453, 14453) = 20439.6
d(14454, 14454) = 20441
d(14455, 14455) = 20442.5
d(14456, 14456) = 20443.9
d(14457, 14457) = 20445.3
d(14458, 14458) = 20446.7
d(14459, 14459) = 20448.1
d(14460, 14460) = 20449.5
d(14461, 14461) = 20450.9
d(14462, 14462) = 20452.4
d(14463, 14463) = 20453.8
d(14464, 14464) = 20455.2
d(14465, 14465) = 20456.6
d(14466, 14466) = 20458
d(14467, 14467) = 20459.4
d(14468, 14468) = 20460.8
d(14469, 14469) = 20462.3
d(14470, 14470) = 20463.7
d(14471, 14471) = 20465.1
d(14472, 14472) = 20466.5
d(14473, 14473) = 20467.9
d(14474, 14474) = 20469.3
d(14475, 14475) = 20470.7
d(14476, 14476) = 20472.2
d(14477, 14477) = 20473.6
d(14478, 14478) = 20475
d(14479, 14479) = 20476.4
d(14480, 14480) = 20477.8
d(14481, 14481) = 20479.2
d(14482, 14482) = 20480.6
d(14483, 14483) = 20482.1
d(14484, 14484) = 20483.5
d(14485, 14485) = 20484.9
d(14486, 14486) = 20486.3
d(14487, 14487) = 20487.7
d(14488, 14488) = 20489.1
d(14489, 14489) = 20490.5
d(14490, 14490) = 20492
d(14491, 14491) = 20493.4
d(14492, 14492) = 20494.8
d(14493, 14493) = 20496.2
d(14494, 14494) = 20497.6
d(14495, 14495) = 20499
d(14496, 14496) = 20500.4
d(14497, 14497) = 20501.9
d(14498, 14498) = 20503.3
d(14499, 14499) = 20504.7
d(14500, 14500) = 20506.1
d(14501, 14501) = 20507.5
d(14502, 14502) = 20508.9
d(14503, 14503) = 20510.3
d(14504, 14504) = 20511.8
d(14505, 14505) = 20513.2
d(14506, 14506) = 20514.6
d(14507, 14507) = 20516
d(14508, 14508) = 20517.4
d(14509, 14509) = 20518.8
d(14510, 14510) = 20520.2
d(14511, 14511) = 20521.7
d(14512, 14512) = 20523.1
d(14513, 14513) = 20524.5
d(14514, 14514) = 20525.9
d(14515, 14515) = 20527.3
d(14516, 14516) = 20528.7
d(14517, 14517) = 20530.1
d(14518, 14518) = 20531.6
d(14519, 14519) = 20533
d(14520, 14520) = 20534.4
d(14521, 14521) = 20535.8
d(14522, 14522) = 20537.2
d(14523, 14523) = 20538.6
d(14524, 14524) = 20540
d(14525, 14525) = 20541.5
d(14526, 14526) = 20542.9
d(14527, 14527) = 20544.3
d(14528, 14528) = 20545.7
d(14529, 14529) = 20547.1
d(14530, 14530) = 20548.5
d(14531, 14531) = 20549.9
d(14532, 14532) = 20551.4
d(14533, 14533) = 20552.8
d(14534, 14534) = 20554.2
